sitename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aarp.org,0.9444444444,0.3306423611,0.0555555556,0.11484375,0.1559895833,0.0555555556,0.83046875,0.0534722222,0.9428819444,0.2767361111,0.0555555556,0.3332465278,0.2181423611,0.04921875,0.0555555556,0.3735243056,0.1884548611,0.090625,0.2712673611,0.0454861111,0.61484375,0.2902777778,0.6377604167,0.9444444444,0.8288194444,0.9444335938,0.7551215278,0.0443576389,0.0642361111,0.1156705097,0.1829861111,0.0555555556,0.3628472222,0.0555555556,0.0555555556,0.9444444444,0.0555555556,0.0944444444,0.9444444444,0.2191840278,0.2354166667,0.9444444444,0.15,0.3391493056,0.0448784722,0.0555555556,0.0697048611,0.6526041667,0.2253472222,0.0555555556,0.0494538835
acm.org,0.7391304348,0.735326087,0.0944972826,0.1660326087,0.3328804348,0.0669836957,0.760827106,0.0418478261,0.5057065217,0.1205163043,0.0434782609,0.530638587,0.1707880435,0.0385190217,0.0573369565,0.271263587,0.074388587,0.9521059783,0.3382472826,0.0355978261,0.9565217391,0.303125,0.4685461957,0.9565217391,0.9565217391,0.4279891304,0.4016983696,0.0347146739,0.0639266304,0.091890038,0.0434782609,0.772486413,0.2853940217,0.0434782609,0.0434782609,0.9565217391,0.1023097826,0.1613451087,0.9548913043,0.7391304348,0.1635190217,0.8799592391,0.0680706522,0.3902173913,0.0351222826,0.0434782609,0.0637228261,0.3502717391,0.5519021739,0.0434782609,0.0387030393
adf.ly,0.75,0.728125,0.46328125,0.533984375,0.7078125,0.25,0.7501464844,0.337890625,0.75,0.3515625,0.25,0.75,0.75,0.221484375,0.25,0.718359375,0.2609375,0.75,0.75,0.2046875,0.75,0.545703125,0.75,0.75,0.75,0.7499267578,0.75,0.199609375,0.2890625,0.3457600121,0.54609375,0.75,0.2421875,0.25,0.25,0.75,0.582421875,0.6203125,0.75,0.25,0.75,0.75,0.34375,0.75,0.201953125,0.25,0.25,0.75,0.75,0.25,0.2225424757
alexa.com,0.9,0.0875,0.23875,0.19203125,0.75046875,0.29015625,0.9,0.09625,0.9,0.24390625,0.1,0.56640625,0.9,0.08859375,0.15328125,0.706875,0.104375,0.83625,0.74390625,0.081875,0.9,0.44,0.9,0.9,0.9,0.9,0.9,0.07984375,0.115625,0.1563258495,0.18484375,0.9,0.3728125,0.1,0.491875,0.9,0.2909375,0.26609375,0.9,0.1,0.45984375,0.9,0.18578125,0.42140625,0.08078125,0.1,0.25921875,0.9,0.9,0.1,0.0890169903
amazon.com,0.875,0.6673828125,0.1763671875,0.2138671875,0.2775390625,0.125,0.8749511719,0.1203125,0.875,0.25390625,0.237109375,0.6841796875,0.3751953125,0.1107421875,0.125,0.838671875,0.3607421875,0.875,0.501171875,0.10234375,0.875,0.658984375,0.729296875,0.875,0.875,0.8749511719,0.875,0.0998046875,0.875,0.2379020024,0.1689453125,0.86875,0.12109375,0.125,0.125,0.875,0.37265625,0.291796875,0.8703125,0.875,0.7181640625,0.875,0.2291015625,0.3740234375,0.1009765625,0.125,0.125,0.875,0.8703125,0.125,0.1112712379
att.com,0.625,0.109375,0.2771484375,0.2857421875,0.625,0.125,0.6249023438,0.1203125,0.621484375,0.1994140625,0.125,0.359375,0.615234375,0.1107421875,0.174609375,0.6140625,0.13046875,0.53984375,0.625,0.10234375,0.482421875,0.3419921875,0.2138671875,0.625,0.625,0.625012207,0.625,0.0998046875,0.14453125,0.1930180522,0.2595703125,0.625,0.6146484375,0.125,0.125,0.625,0.5791015625,0.36171875,0.625,0.125,0.625,0.625,0.125,0.625,0.1009765625,0.125,0.125,0.625,0.6203125,0.125,0.1112712379
blackboard.com,0.7272727273,0.9011363636,0.1380681818,0.2572443182,0.2053977273,0.0909090909,0.7310901989,0.0875,0.0883522727,0.2698863636,0.0909090909,0.9090909091,0.8509943182,0.0805397727,0.0909090909,0.9011363636,0.1644886364,0.2393465909,0.7272727273,0.0744318182,0.8255681818,0.5622159091,0.4042613636,0.8181818182,0.9090909091,0.9091086648,0.9090909091,0.0725852273,0.1051136364,0.1668137688,0.1789772727,0.9090909091,0.5227272727,0.0909090909,0.0909090909,0.9090909091,0.8507102273,0.3247159091,0.9056818182,0.9090909091,0.0909090909,0.9090909091,0.3109375,0.5193181818,0.0734375,0.0909090909,0.0909090909,0.7495738636,0.7923295455,0.0909090909,0.0809245366
bleacherreport.com,1,0.035,0.04,0.1185625,0.099125,0.16475,0.999984375,0.0385,0.998875,0.0811875,0.04,0.288625,0.5489375,0.0444375,0.15375,0.3078125,0.04175,0.076875,0.559,0.03275,1,0.2935625,0.092,1,1,0.999984375,0.6444375,0.0319375,0.04625,0.2741504854,0.081375,1,0.062,0.04,0.04,1,0.06225,0.0506875,1,0.5589375,0.2071875,1,0.06025,0.443875,0.0323125,0.074375,0.1295625,0.1936875,0.1588125,0.04,0.0356067961
bloomberg.com,0.9166666667,0.0729166667,0.206640625,0.1928385417,0.69921875,0.0833333333,0.9166992188,0.0802083333,0.551953125,0.2040364583,0.132421875,0.9125,0.6381510417,0.073828125,0.0833333333,0.909375,0.0869791667,0.1919270833,0.9166666667,0.0682291667,0.6541666667,0.287890625,0.6604166667,0.9166666667,0.9166666667,0.9166259766,0.9166666667,0.0665364583,0.0963541667,0.1501820388,0.1923177083,0.9166666667,0.0807291667,0.0833333333,0.0833333333,0.9166666667,0.2536458333,0.3053385417,0.9166666667,0.692578125,0.2966145833,0.9166666667,0.2278645833,0.26875,0.0673177083,0.0833333333,0.0833333333,0.5024739583,0.24140625,0.0833333333,0.0741808252
carfax.com,0.5,0.45625,0.5,0.5,0.5,0.5,0.5009765625,0.48125,0.5,0.5,0.5,0.5,0.5,0.44296875,0.5,0.45625,0.521875,0.5,0.5,0.409375,0.5,0.5,0.5,0.5,0.5,0.5000976563,0.5,0.39921875,0.578125,0.4505461165,0.5,0.5,0.484375,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.40390625,0.5,0.5,0.5,0.48125,0.5,0.4450849515
cartoonnetwork.com,0.6,0.7825,0.4003125,0.394375,0.3846875,0.2,0.80015625,0.1925,0.6,0.5165625,0.2,0.26,0.2,0.1771875,0.2,0.7825,0.20875,0.8,0.6,0.16375,0.8,0.363125,0.8,0.8,0.8,0.7999804688,0.6,0.1596875,0.23125,0.4557342233,0.8,0.6,0.19375,0.2,0.2,0.8,0.6,0.715625,0.7925,0.6,0.583125,0.8,0.6,0.8,0.1615625,0.2,0.59125,0.8,0.8,0.2,0.1780339806
citi.com,0.875,0.859375,0.546484375,0.3986328125,0.22578125,0.125,0.7859619141,0.1203125,0.875,0.378125,0.125,0.6544921875,0.875,0.1107421875,0.125,0.8591796875,0.1927734375,0.4427734375,0.875,0.10234375,0.875,0.5994140625,0.875,0.875,0.8697265625,0.8749511719,0.37109375,0.0998046875,0.14453125,0.3298885012,0.228125,0.875,0.12109375,0.125,0.125,0.875,0.4115234375,0.25,0.8703125,0.2587890625,0.4439453125,0.875,0.377734375,0.337890625,0.1009765625,0.125,0.125,0.875,0.4830078125,0.125,0.1112712379
